"BOWX","BowX Acquisition Corp.","9.85","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/bowx",""
"BOWXU","BowX Acquisition Corp.","10.15","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/bowxu",""
"BOWXW","BowX Acquisition Corp.","1.2","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/bowxw",""
"BOXL","Boxlight Corporation","1.38","$70.2M","2017","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/boxl",""
"BBRX","Braeburn Pharmaceuticals, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bbrx",""
"BCLI","Brainstorm Cell Therapeutics Inc.","11.43","$360.82M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/bcli",""
"BWAY","Brainsway Ltd.","5.87","$65.31M","2019","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/bway",""
"BCTX","BriaCell Therapeutics Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bctx",""
"BBI","Brickell Biotech, Inc.","0.516","$26.67M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/bbi",""
"BDGE","Bridge Bancorp, Inc.","21.4","$422.63M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bdge",""
"BBIO","BridgeBio Pharma, Inc.","40.35","$4.95B","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/bbio",""
"BLIN          ","Bridgeline Digital, Inc.","2.12","$9.37M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/blin",""
"BTWNU","Bridgetown Holdings Limited","10.13","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/btwnu",""
"BWB","Bridgewater Bancshares, Inc.","11.79","$333.44M","2018","Finance","Major Banks","https://old.nasdaq.com/symbol/bwb",""
"BRID","Bridgford Foods Corporation","18.27","$165.83M","n/a","Consumer Non-Durables","Specialty Foods","https://old.nasdaq.com/symbol/brid",""
"BCOV","Brightcove Inc.","12.53","$498.76M","2012","Technology","EDP Services","https://old.nasdaq.com/symbol/bcov",""
"BHF","Brighthouse Financial, Inc.","36.71","$3.35B","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/bhf",""
"BHFAL","Brighthouse Financial, Inc.","27.08","n/a","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/bhfal",""
"BHFAO","Brighthouse Financial, Inc.","27.67","n/a","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/bhfao",""
"BHFAP","Brighthouse Financial, Inc.","27.46","n/a","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/bhfap",""
"BRLI","Brilliant Acquisition Corporation","9.75","$59.58M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/brli",""
"BRLIR","Brilliant Acquisition Corporation","0.1801","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/brlir",""
"BRLIU","Brilliant Acquisition Corporation","10.15","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/brliu",""
"BRLIW","Brilliant Acquisition Corporation","0.23","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/brliw",""
"AVGO","Broadcom Inc.","375.54","$151.91B","2009","Technology","Semiconductors","https://old.nasdaq.com/symbol/avgo",""
"AVGOP","Broadcom Inc.","1270.73","n/a","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/avgop",""
"BYFC","Broadway Financial Corporation","1.77","$49.63M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/byfc",""
"BWEN","Broadwind, Inc.","3.2","$54.2M","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/bwen",""
"BROG","Brooge Energy Limited ","8.75","$958.89M","2018","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/brog",""
"BROGW","Brooge Energy Limited ","0.46","n/a","2018","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/brogw",""
"BPY","Brookfield Property Partners L.P.","15","$13.85B","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/bpy",""
"BPYPN","Brookfield Property Partners L.P.","19.98","n/a","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/bpypn",""
"BPYPO","Brookfield Property Partners L.P.","21.25","n/a","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/bpypo",""
"BPYPP","Brookfield Property Partners L.P.","21.77","n/a","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/bpypp",""
"BPYU","Brookfield Property REIT Inc.","15.4","$737.81M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/bpyu",""
"BPYUP","Brookfield Property REIT Inc.","21.25","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/bpyup",""
"BRKL","Brookline Bancorp, Inc.","11.45","$905.24M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/brkl",""
"BCAC","Brookline Capital Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bcac",""
"BCACU","Brookline Capital Acquisition Corp.","n/a","n/a","n/a","Finance","Business Services","https://old.nasdaq.com/symbol/bcacu",""
"BRKS","Brooks Automation, Inc.","60.71","$4.48B","1995","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/brks",""
"BRP","BRP Group, Inc.","29.6","$2.35B","2019","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/brp",""
"DOOO","BRP Inc.","53.11","$4.67B","n/a","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/dooo",""
"BRKR","Bruker Corporation","48.23","$7.38B","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/brkr",""
"BMTC","Bryn Mawr Bank Corporation","30.05","$599.74M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bmtc",""
"BSQR","BSQUARE Corporation","1.18","$15.52M","1999","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/bsqr",""
"BLDR","Builders FirstSource, Inc.","32.21","$3.76B","2005","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/bldr",""
"BHSEU","Bull Horn Holdings Corp.","9.87","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/bhseu",""
"BTAQ","Burgundy Technology Acquisition Corporation","9.76","$420.9M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/btaq",""
"BTAQU","Burgundy Technology Acquisition Corporation","10","$431.25M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/btaqu",""
"BTAQW","Burgundy Technology Acquisition Corporation","0.62","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/btaqw",""
"BNR","Burning Rock Biotech Limited","29.59","$3.01B","2020","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/bnr",""
"BFST","Business First Bancshares, Inc.","19.17","$396.19M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bfst",""
"CFFI","C&F Financial Corporation","33.28","$121.46M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cffi",""
"CHRW","C.H. Robinson Worldwide, Inc.","93.92","$12.77B","1997","Transportation","Oil Refining/Marketing","https://old.nasdaq.com/symbol/chrw",""
"CCCC","C4 Therapeutics, Inc.","26.61","$1.14B","2020","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/cccc",""
"CABA","Cabaletta Bio, Inc.","13.08","$314.44M","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/caba",""
"CDNS","Cadence Design Systems, Inc.","118.57","$33.07B","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/cdns",""
"CDZI","Cadiz, Inc.","9.91","$344.86M","n/a","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/cdzi",""
"CZR","Caesars Entertainment, Inc.","63.08","$12.87B","n/a","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/czr",""
"CSTE","Caesarstone Ltd.","11.92","$410.46M","2012","Capital Goods","Building Materials","https://old.nasdaq.com/symbol/cste",""
"CLBS","Caladrius Biosciences, Inc.","1.52","$29.37M","n/a","Health Care","Misc Health and Biotechnology Services","https://old.nasdaq.com/symbol/clbs",""
"CHY","Calamos Convertible and High Income Fund","12.42","$909.77M","2003","n/a","n/a","https://old.nasdaq.com/symbol/chy",""
"CHI","Calamos Convertible Opportunities and Income Fund","11.76","$834.06M","2002","n/a","n/a","https://old.nasdaq.com/symbol/chi",""
"CCD","Calamos Dynamic Convertible & Income Fund","25.89","$633.93M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ccd",""
"CHW","Calamos Global Dynamic Income Fund","8.74","$518.69M","2007","n/a","n/a","https://old.nasdaq.com/symbol/chw",""
"CGO","Calamos Global Total Return Fund","12.92","$113.91M","2005","n/a","n/a","https://old.nasdaq.com/symbol/cgo",""
"CPZ","Calamos Long/Short Equity & Dynamic Income Trust","15.48","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/cpz",""
"CSQ","Calamos Strategic Total Return Fund","14.11","$2.19B","2004","n/a","n/a","https://old.nasdaq.com/symbol/csq",""
"CAMP","CalAmp Corp.","8.02","$280.86M","1983","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/camp",""
"CVGW","Calavo Growers, Inc.","73.04","$1.29B","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/cvgw",""
"CALB","California BanCorp","15.21","$123.95M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/calb",""
"CALA","Calithera Biosciences, Inc.","3.9","$275.18M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cala",""
"CALT","Calliditas Therapeutics AB","33.95","$847.76M","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/calt",""
"CALM","Cal-Maine Foods, Inc.","38.74","$1.89B","1996","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/calm",""
"CLMT","Calumet Specialty Products Partners, L.P.","3.28","$255.86M","2006","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/clmt",""
"CLXT","Calyxt, Inc.","3.3","$122.25M","2017","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/clxt",""
"CMBM","Cambium Networks Corporation","21.02","$540.23M","2019","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/cmbm",""
"CATC","Cambridge Bancorp","67.38","$466.83M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/catc",""
"CAC","Camden National Corporation","35.49","$529.42M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cac",""
"CAMT","Camtek Ltd.","18.65","$731.29M","2000","Capital Goods","Electronic Components","https://old.nasdaq.com/symbol/camt",""
"CAN","Canaan Inc.","2.53","$396.39M","2019","Technology","Semiconductors","https://old.nasdaq.com/symbol/can",""
"CSIQ","Canadian Solar Inc.","39.32","$2.32B","2006","Technology","Semiconductors","https://old.nasdaq.com/symbol/csiq",""
"CGIX","Cancer Genetics, Inc.","2.25","$9.17M","n/a","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/cgix",""
"CPHC","Canterbury Park Holding Corporation","12.4","$58.39M","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/cphc",""
"CBNK","Capital Bancorp, Inc.","11.41","$156.11M","2018","Finance","Major Banks","https://old.nasdaq.com/symbol/cbnk",""
"CCBG","Capital City Bank Group","22.34","$374.45M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ccbg",""
"CPLP","Capital Product Partners L.P.","7.56","$140.79M","2007","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/cplp",""
"CSWC","Capital Southwest Corporation","15.38","$286.43M","n/a","Consumer Non-Durables","Textiles","https://old.nasdaq.com/symbol/cswc",""
"CSWCL","Capital Southwest Corporation","25.31","n/a","n/a","Consumer Non-Durables","Textiles","https://old.nasdaq.com/symbol/cswcl",""
"CPTA","Capitala Finance Corp.","10.6","$28.74M","2013","n/a","n/a","https://old.nasdaq.com/symbol/cpta",""
"CPTAG","Capitala Finance Corp.","22.7","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cptag",""
"CPTAL","Capitala Finance Corp.","22.3","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cptal",""
"CFFN","Capitol Federal Financial, Inc.","11.96","$1.66B","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/cffn",""
"CAPR","Capricor Therapeutics, Inc.","4.09","$80.67M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/capr",""
"CSTR","CapStar Financial Holdings, Inc.","11.45","$251.27M","2016","Finance","Major Banks","https://old.nasdaq.com/symbol/cstr",""
"CPST","Capstone Turbine Corporation","4.96","$54.92M","2000","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/cpst",""
"CARA","Cara Therapeutics, Inc.","14.51","$680.33M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cara",""
"CRDF","Cardiff Oncology, Inc.","18.09","$587.47M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/crdf",""
"CSII","Cardiovascular Systems, Inc.","36.04","$1.45B","1981","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/csii",""
"CDLX","Cardlytics, Inc.","101.15","$2.78B","2018","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/cdlx",""
"CATM","Cardtronics plc","21.33","$948.74M","2007","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/catm",""
"CDNA","CareDx, Inc.","52.18","$2.57B","2014","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/cdna",""
"CTRE","CareTrust REIT, Inc.","18.91","$1.81B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ctre",""
"CARG","CarGurus, Inc.","22.9","$2.59B","2017","Technology","EDP Services","https://old.nasdaq.com/symbol/carg",""
"PRTS","CarParts.com, Inc.","10.75","$508.7M","2007","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/prts",""
"TAST","Carrols Restaurant Group, Inc.","5.69","$300M","2006","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/tast",""
"CARE","Carter Bank & Trust","7.95","$209.78M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/care",""
"CARV","Carver Bancorp, Inc.","7.19","$21.6M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/carv",""
"CASA","Casa Systems, Inc.","4.55","$380.04M","2017","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/casa",""
"CWST","Casella Waste Systems, Inc.","58.75","$2.98B","1997","Public Utilities","Environmental Services","https://old.nasdaq.com/symbol/cwst",""
"CASY","Caseys General Stores, Inc.","190.36","$7.03B","1983","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/casy",""
"CASI","CASI Pharmaceuticals, Inc.","1.92","$237.97M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/casi",""
"CASS","Cass Information Systems, Inc","42.46","$612.32M","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/cass",""
"SAVA","Cassava Sciences, Inc.","10.16","$253.18M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sava",""
"CSTL","Castle Biosciences, Inc.","47.78","$940.41M","2019","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/cstl",""
"CTRM","Castor Maritime Inc.","0.1244","$16.32M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/ctrm",""
"CATB","Catabasis Pharmaceuticals, Inc.","1.36","$25.95M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/catb",""
"CBIO","Catalyst Biosciences, Inc. ","5.52","$121.79M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cbio",""
"CPRX","Catalyst Pharmaceuticals, Inc.","3.31","$342.46M","2006","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cprx",""
"CATY","Cathay General Bancorp","27.02","$2.15B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/caty",""
"CVCO","Cavco Industries, Inc.","190.05","$1.75B","n/a","Basic Industries","Homebuilding","https://old.nasdaq.com/symbol/cvco",""
"CBFV","CB Financial Services, Inc.","22.15","$119.58M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cbfv",""
"CBAT","CBAK Energy Technology, Inc.","3.59","$238.62M","n/a","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/cbat",""
"CBMB","CBM Bancorp, Inc.","13","$49.22M","2018","Finance","Savings Institutions","https://old.nasdaq.com/symbol/cbmb",""
"CBOE","Cboe Global Markets, Inc.","87.2","$9.75B","2010","n/a","n/a","https://old.nasdaq.com/symbol/cboe",""
"CBTX","CBTX, Inc.","20.79","$516.52M","2017","Finance","Major Banks","https://old.nasdaq.com/symbol/cbtx",""
"CDK","CDK Global, Inc.","49.06","$5.97B","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/cdk",""
"CDW","CDW Corporation","143.95","$20.58B","2013","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/cdw",""
"CECE","CECO Environmental Corp.","6.47","$229.72M","n/a","Capital Goods","Pollution Control Equipment","https://old.nasdaq.com/symbol/cece",""
"CELC","Celcuity Inc.","5.8","$59.68M","2017","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/celc",""
"CLDX","Celldex Therapeutics, Inc.","18.59","$736.16M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/cldx",""
"APOP","Cellect Biotechnology Ltd.","1.805","$7.06M","2016","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/apop",""
"APOPW","Cellect Biotechnology Ltd.","0.1932","n/a","2016","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/apopw",""
"CLRB","Cellectar Biosciences, Inc.","1.16","$30.89M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/clrb",""
"CLRBZ","Cellectar Biosciences, Inc.","0.1299","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/clrbz",""
"CLLS","Cellectis S.A.","17.9","$760.5M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/clls",""
"CBMG","Cellular Biomedicine Group, Inc.","17.29","$336M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/cbmg",""
"CLSN","Celsion Corporation","0.4831","$17.47M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/clsn",""
"CELH","Celsius Holdings, Inc.","24.11","$1.73B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/celh",""
"CYAD","Celyad SA","8.74","$121.86M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cyad",""
"CETX","Cemtrex Inc.","1.05","$17.58M","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/cetx",""
"CETXP","Cemtrex Inc.","2.1428","n/a","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/cetxp",""
"CETXW","Cemtrex Inc.","0.0502","n/a","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/cetxw",""
"CDEV","Centennial Resource Development, Inc.","0.6969","$193.98M","2016","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/cdev",""
"CNTG","Centogene N.V.","11.33","$247.69M","2019","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/cntg",""
"CENT","Central Garden & Pet Company","38.66","$2.11B","1993","Consumer Durables","Consumer Specialties","https://old.nasdaq.com/symbol/cent",""
"CENTA","Central Garden & Pet Company","35.12","$1.92B","n/a","Consumer Durables","Consumer Specialties","https://old.nasdaq.com/symbol/centa",""
"CVCY","Central Valley Community Bancorp","13.5","$168.85M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cvcy",""
"CNTX","Centrexion Therapeutics Corporation","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cntx",""
"CENX","Century Aluminum Company","7.76","$694.4M","1996","Basic Industries","Aluminum","https://old.nasdaq.com/symbol/cenx",""
"CNBKA","Century Bancorp, Inc.","75.84","$422.27M","1987","Finance","Major Banks","https://old.nasdaq.com/symbol/cnbka",""
"CNTY","Century Casinos, Inc.","5.95","$175.98M","n/a","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/cnty",""
"CRNT","Ceragon Networks Ltd.","2.23","$180.94M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/crnt",""
"CERC","Cerecor Inc.","2.06","$156.88M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cerc",""
"CRNC","Cerence Inc.","62.96","$2.31B","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/crnc",""
"CERE","Cerevel Therapeutics Holdings, Inc.","10.16","$282.67M","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cere",""
"CEREW","Cerevel Therapeutics Holdings, Inc.","2.2","n/a","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cerew",""
"CERN","Cerner Corporation","73.87","$22.65B","1986","Technology","EDP Services","https://old.nasdaq.com/symbol/cern",""
"CERS","Cerus Corporation","5.6","$936M","1997","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/cers",""
"CEVA","CEVA, Inc.","40.93","$906.96M","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/ceva",""
"CFBK","CF Bankshares Inc.","14.26","$93.63M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cfbk",""
"CFFA","CF Finance Acquisition Corp.","9.945","$351.35M","2019","Finance","Investment Managers","https://old.nasdaq.com/symbol/cffa",""
"CFFAU","CF Finance Acquisition Corp.","10","n/a","2018","Finance","Investment Managers","https://old.nasdaq.com/symbol/cffau",""
"CFFAW","CF Finance Acquisition Corp.","0.95","n/a","2019","Finance","Investment Managers","https://old.nasdaq.com/symbol/cffaw",""
"CFII","CF Finance Acquisition Corp. II","9.7","$278.74M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/cfii",""
"CFIIU","CF Finance Acquisition Corp. II","9.9","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/cfiiu",""
"CFIIW","CF Finance Acquisition Corp. II","0.9","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/cfiiw",""
"CSBR","Champions Oncology, Inc.","9.4","$119.64M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/csbr",""
"CHNG","Change Healthcare Inc.","16.58","$5.05B","2019","Technology","EDP Services","https://old.nasdaq.com/symbol/chng",""
"CHNGU","Change Healthcare Inc.","59.63","n/a","2019","Technology","EDP Services","https://old.nasdaq.com/symbol/chngu",""
"CTHR","Charles & Colvard Ltd.","0.9963","$28.86M","1997","Consumer Durables","Consumer Specialties","https://old.nasdaq.com/symbol/cthr",""
"GTLS","Chart Industries, Inc.","90.97","$3.28B","2006","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/gtls",""
"CHTR","Charter Communications, Inc.","613.2","$125.64B","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/chtr",""
"CHKP","Check Point Software Technologies Ltd.","119.52","$16.76B","1996","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/chkp",""
"CHEK","Check-Cap Ltd.","0.2723","$12.59M","2015","Health Care","Medical Electronics","https://old.nasdaq.com/symbol/chek",""
"CHEKZ","Check-Cap Ltd.","0.0388","n/a","n/a","Health Care","Medical Electronics","https://old.nasdaq.com/symbol/chekz",""
"CMPI","Checkmate Pharmaceuticals, Inc.","12.48","$268.9M","2020","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/cmpi",""
"CKPT","Checkpoint Therapeutics, Inc.","2.4","$162.92M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ckpt",""
"CEMI","Chembio Diagnostics, Inc.","4.11","$82.86M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cemi",""
"CCXI","ChemoCentryx, Inc.","57.98","$3.99B","2012","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ccxi",""
"CHMG","Chemung Financial Corp","38.22","$181.39M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/chmg",""
"CHFS","CHF Solutions, Inc.","6.53","$595509.88","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/chfs",""
"CHMA","Chiasma, Inc.","4.02","$232.37M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/chma",""
"CSSE","Chicken Soup for the Soul Entertainment, Inc.","14.47","$183.03M","2017","Consumer Services","Movies/Entertainment","https://old.nasdaq.com/symbol/csse",""
"CSSEN","Chicken Soup for the Soul Entertainment, Inc.","25.22","n/a","n/a","Consumer Services","Movies/Entertainment","https://old.nasdaq.com/symbol/cssen",""
"CSSEP","Chicken Soup for the Soul Entertainment, Inc.","22.82","n/a","n/a","Consumer Services","Movies/Entertainment","https://old.nasdaq.com/symbol/cssep",""
"PLCE","Children&#39;s Place, Inc. (The)","33.1","$482.86M","1997","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/plce",""
"CMRX","Chimerix, Inc.","3.08","$192.91M","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cmrx",""
"CAAS","China Automotive Systems, Inc.","3.0199","$94.14M","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/caas",""
"CBPO","China Biologic Products Holdings, Inc.","116.08","$4.48B","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/cbpo",""
"CCRC","China Customer Relations Centers, Inc.","4.51","$82.67M","2015","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/ccrc",""
"JRJC","China Finance Online Co. Limited","8.27","$20.2M","2004","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/jrjc",""
"HGSH","China HGS Real Estate, Inc.","1.36","$30.63M","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/hgsh",""
"CIH","China Index Holdings Limited","1.52","$136.4M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/cih",""
"CJJD","China Jo-Jo Drugstores, Inc.","1.06","$40.24M","n/a","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/cjjd",""
"CLEU","China Liberal Education Holdings Limited","5.6","$35.47M","2020","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/cleu",""
"CHNR","China Natural Resources, Inc.","1.17","$39.77M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/chnr",""
"CREG","China Recycling Energy Corporation","3.19","$8.46M","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/creg",""
"SXTC","China SXT Pharmaceuticals, Inc.","0.2993","$18M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sxtc",""
"CXDC","China XD Plastics Company Limited","1.1901","$83.96M","n/a","Capital Goods","Containers/Packaging","https://old.nasdaq.com/symbol/cxdc",""
